Post ID,Intl.,Entry type,Campaign Areas,Communities,Tags,Campaigning organizations (private),date,Clean Date (Based on original hiddne column),Actors: Divesters /  Endorsers / Previously Complicit / Not Previously Complicit,growth,Headline,Summary,Case source(s),Link(s) to mainstream media coverage (national or international),City,Countries,World Regions,“Quote” ,Author of Quote ,Affiliation of author,Quote Source,Type of loss,Loss (in millions USD),Photo(s) + source link,Other Multimedia,Imp. Level of Case,Did this success bring about the end of the campaign?,,
962,LN,Reaction,General,-,Governmental ,-,18-03-2016,18-03-2016,-,3,Colorado Governor Hickenlooper signs anti-BDS bill ,"Colorado Governor John Hickenlooper signed HB 16-1284, which would require the state pension fund to create a blacklist of for-profit entities that boycott Israel and would require the pension fund to divest from these entitites. ",http://palestinelegal.org/colorado/,http://denver.suntimes.com/den-business/7/103/272868/hickenlooper-signs-bill-divesting-state-retirement-funds-from-anti-israel-companies-video,Colorado,USA ,North America,-,-,-,-,-,-,-,-,2,0,,
963,HK,Reaction,General,-,Governmental,-,21-03-2016,21-03-2016,-,3,Hillary Clinton claims BDS is a threat to Israel in her speech to AIPAC ,"In the leadup to the General Presidential Elections in the USA, Hillary Clinton gives a speech to AIPAC about the perils of the BDS campaign and how it must be fought. Implicitly called it a form of anti-semitism. ",https://theintercept.com/2016/03/22/clinton-attacks-israeli-boycott-movement-in-aipac-speech/,http://time.com/4265947/hillary-clinton-aipac-speech-transcript/,New York,USA,North America,"Many of the young people here today are on the frontlines of the battle to oppose the alarming boycott, divestment and sanctions movement known as BDS. Many of its proponents have demonized Israeli scientists and intellectuals, even students.",Hillary Clinton,Presidential Nominee of USA,-,-,-,-,http://ti.me/1LB7SDb,1,0,,
964,LN,Reaction,General,- ,Governmental ,- ,23-03-2016,23-03-2016,- ,3,Virginia condemns BDS movement ,"Both houses of the Virginia's state legislature have passed a bill, condemning the BDS movement. ",http://www.albawaba.com/business/virginia-becomes-seventh-us-state-pass-anti-bds-laws-820410,-,Virginia ,USA ,North America,"[The resolution] condemn[s] the international Boycott, Divestment, and Sanctions movement and its activities in Virginia, as its agenda is inherently antithetical and deeply damaging to the causes of peace, justice, equality, democracy, and human rights for all peoples in the Middle East",- ,Resolution HJR177 ,http://www.albawaba.com/business/virginia-becomes-seventh-us-state-pass-anti-bds-laws-820410,- ,- ,- ,- ,2,0,,
966,LN,Reaction,General,-,Governmental ,-,24-03-2016,24-03-2016,-,3,Georgia becomes the 6th state to pass anti-BDS legislation ,Georgia Senate passes bill to ban state contracts with and investment in businesses that boycott Israel. ,http://mondoweiss.net/2016/02/georgia-is-the-latest-state-to-consider-anti-bds-legislation/,http://legislativenavigator.myajc.com/#bills/SB/327,Georgia ,USA ,North America,The State of Georgia is proud to stand shoulder to shoulder with our friend and key trading partner Israel,Judson Hill ,Georgia Senator ,http://www.jta.org/2016/03/28/news-opinion/politics/georgia-becomes-6th-state-to-pass-anti-bds-legislation,-,-,-,-,2,0,,
967,LN ,Reaction,General,-,-,-,25-03-2016,25-03-2016,- ,3,New York Senate Passes $485 million in CUNY cuts,"After much championing by Republicans, the New York City Senate has voted to cut $485 million in funding to senior colleges in the City University of New York system for reportedly not doing enough to fight campus anti-Semitism. The Zionist Organization of America penned the allegations of anti-Semitism, accusing SJP chapters as the perpetrators.   ",forward.com/news/337014/ny-senate-passes-485-million-in-cuny-cuts-citing-anti-semitism/?attribution=articles-article-related-1-headline,http://www.nytimes.com/2016/03/25/nyregion/after-moving-to-cut-cuny-funding-cuomo-faces-loud-backlash.html?_r=0,New York ,USA ,North America,[anti-Semitic incidents] are the things that the Senate Republican conference says are intolerable and must stop. ,Ken Lavalle ,GOP State Senator ,http://forward.com/news/337014/ny-senate-passes-485-million-in-cuny-cuts-citing-anti-semitism/?attribution=articles-article-related-1-headline,-,-,-,-,,0,,
969,HK,Reaction,General,-,-,-,26-03-2016,26-03-2016,-,1,University of California Adopts Statement Condemning Anti-Semitism,The Board of Regents at the University of California approved of a statement condemning anti-semitism at it's campuses. This statement was softened down from one condemning anti-Zionism amid huge controversy and was the first of it's kind to be passed amid the wake of growing support for the BDS campaign across America. ,http://sjpwest.org/2016/03/27/sjp-west-relieved-that-uc-regents-affirmed-legitimacy-of-anti-zionism-looks-forward-to-continuing-to-grow-movement-for-palestinian-rights/,http://www.nytimes.com/2016/03/27/us/university-of-california-adopts-statement-condemning-anti-semitism.html?_r=0,California,USA,North America,-,-,-,-,-,-,-,-,3,0,,
971,HK,Reaction,General,-,-,Students for Justice in Palestine,30-03-2016,30-03-2016,-,3,35 NY legislators demand ‘immediate suspension’ of city university pro-Palestinian group,The group Students for Justice in Palestine at City of New York has been targetted by 35 NY legislators. The legislators demanded the group's suspension by alleging that the group wanted the complete destruction of the state of Israel.,http://www.jta.org/2016/03/30/news-opinion/united-states/35-ny-legislators-demand-immediate-suspension-of-city-university-pro-palestinian-group,-,New York,USA,North America,-,-,-,-,-,-,-,-,2,0,,
973,LN,Success,General,Faith Based,Settlements ,- ,30-03-2016,30-03-2016,Conference of Major Superiors of Men ,1,"The Catholic group, The Conference of Major Superiors of Men issue a pro-BDS statement","The Conference of Major Superiors of Men (CMSM), which is an association of the leadership of men in religious and apostolic institutions in the United States, has called on its members and other Catholics to join the boycott of Israeli settlement goods and companies profiting from these illegal settlements. ",http://www.cmsm.org/documents/CMSMMediaRelease-BoycottIllegalSettlements03-30-16.pdf,-,Maryland ,USA ,North America,"After a recent CMSM visit to the region, key Catholic religious leaders living in the conflict identified the need for U.S. Catholic organizations to become more aware of and engaged in the issue of illegal settlements in the occupied territories of Palestine and participate in the efforts to boycott and/or divest from such settlement products/companies.",- ,Conference of Major Superiors of Men open letter,http://www.cmsm.org/documents/CMSMMediaRelease-BoycottIllegalSettlements03-30-16.pdf,-,-,-,-,2,0,,
975,LN,Success,"General,Divestment",Student Solidarity,- ,"Students for Justice in Palestine, Black Student Association, UIndy PRIDE and others ",02-04-2016,02-04-2016,Univeristy of Indianapolis Student Senate,1,Univeristy of Indianapolis Student Senate passes divestment resolution ,"The Student Senate at the Univeristy of Indianapolis passed a resolution with 49 votes for and 12 against demanding that the university divest from companies profiting from human rights violations in Palestine. Companies like G4S, Caterpillar, Hewlett-Packard, Lockheed Martin, Elbit Systems and Boeing are included. ",http://palestineinamerica.com/2016/05/indianapolis-student-senate-divestment-resolution/,- ,Indiana ,USA ,North America,"When we announced the campaign initially we did not encounter any opposition from on campus. However, an outside organization, Jewish Community Relations Council Indiana(JCRC), heard of our campaign and quickly denounced it publicly. ",Ahmed Mitiche ,SJP at University of Indianapolis spokesperson,http://palestineinamerica.com/2016/05/indianapolis-student-senate-divestment-resolution/,-,-,-,-,3,0,,
977,HK,Success,General,-,-,-,05-04-2016,05-04-2016,*PEN American Center,1,Letter to PEN American Center: Don’t Partner with Israeli Government,In a letter to the PEN American Centre multiple organizations and countless PEN members appealed for the Israeli embassy to be dropped. The letter drew parallels with the boycott on the South African Apartheid regime.,https://adalahny.org/web-action/1376/letter-pen-american-center-don-t-partner-israeli-government?platform=hootsuite,-,New York,USA,North America,-,-,-,-,-,-,-,-,1,0,,
978,LN,Success,"General,Divestment",Student Solidarity,-,- ,05-04-2016,05-04-2016,Rutgers University-Newark Governing Association,1,Rutgers Univeristy-Newark Student Governing Association passes divestment resolution ,The Rutgers University-Newark Governing Association voted on and passed a resolution to support the divestment of the Rutgers endownment from companies that profit or are complicit in Israel's human rights violations in the Occupied Palestinian Territories. ,https://www.facebook.com/rutgers.sjp/posts/609586249191041,-,New Jersey ,USA ,North America,-,-,-,-,-,-,-,-,3,0,,
979,HK,Success,Divestment,-,-,-,06-04-2016,06-04-2016,*World Voices Festival,2,"More than 100 writers, including Pulitzer Prize winners Alice Walker, Richard Ford and Junot Diaz call on rejection of Israeli funding of World Voices Festival","PEN American Centre's annual World Voices Festival has been called on to reject the Israeli embassy's sponsorship by more than a 100 writers, including prominent Pultizer Prize winners.",http://www.theguardian.com/books/2016/apr/06/israeli-backing-for-new-york-festival-rejected-in-angry-letter-by-authors,-,New York,USA,North America,-,-,-,-,-,-,-,-,0,0,,
980,LN,Success,General,-,NGO,-,06-04-2016,06-04-2016,Rethinking Schools ,1,Nonprofit publisher and advocacy organization Rethinking Schools endorses BDS ,"Rethinking Schools, a nonprofit dedicated to sustaining and strenghtening public education in the United States, endorsed BDS in an editorial. The editorial not only expressed Rethinking School's support for the BDS movement, but also provides a comprehensive description of the BDS movement and the situation of Palestinian education and educators under occupation. ",http://mondoweiss.net/2016/04/rethinking-schools-endorses-bds/,http://www.rethinkingschools.org/archive/30_03/edit303.shtml,Wisconsin ,USA ,North America,"When the United States was about to invade Afghanistan and again in the lead-up to the war against Iraq, Rethinking Schools argued that these were situations of such magnitude that educators had a moral and an educational responsibility to speak out. We think that Palestine is just such a situation.",-,Rethinking Schools editorial ,http://www.rethinkingschools.org/about/index.shtml,-,-,-,-,2,0,,
981,LN,Success,General,Faith Based,-,-,08-04-2016,08-04-2016,Alliance of Baptists ,1,Alliance of Baptists Affirm Statement on BDS ,"During their National Gathering on April 8-10, the Alliance of Baptists endorsed the use of the nonviolent BDS movement to end the 49 year long Israeli military occupation in a statement. It also calls on the Alliance's Board of Directors to divest from companies and corporations that profit from or are complicit in Israel's human rights abuses.  ",http://allianceofbaptists.org/NewsAndEvents/detail/alliance-of-baptists-affirm-statement-on-bds,-,Missouri ,USA ,North America,"[Boycotts, Divestment and Sanctions are]actions give us practical alternatives to violence as a way to bring about change in Israel and the occupied territories",-,Alliance of Baptists statement on BDS ,http://allianceofbaptists.org/NewsAndEvents/detail/alliance-of-baptists-affirm-statement-on-bds,-,-,-,-,0,0,,
983,LN ,Success,General,Faith Based,Settlements ,- ,07-04-2016,07-04-2016,Unitarian Universalists Association,1 ,Unitarian Universalists Association divests from a number of companies complicit in the illegal occupation of Palestinian territories ,"The Unitarian Universalists Association has decided to divest from several companies involved in human rights abuses and environmental degradation, including those complicit in Israel's human rights violations in the Occupied Palestinian Territories. ",http://createsend.com/t/r-2D49E318FE206B8F2540EF23F30FEDED,- ,Boston ,USA ,North America,"When we refuse to profit from human rights abuses and the suffering of fellow human beings, we are living our principles.",Curtis Bell,Member of Unitarian Universalists for Justice in the Middle East ,http://createsend.com/t/r-2D49E318FE206B8F2540EF23F30FEDED,-,-,-,-,3,0,,
